Region,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020
World,741457557,873927182,1004893607,1208346752,1351131799,1621668094,1713673297,1876272556,2054191301,2257040137,2461480544,2836669341,3006634496
