East Asia & Pacific,903062563.4,30.05531562
Europe & Central Asia,598726331.2,19.92653619
Latin America & Caribbean,289804026.3,9.64512519
Middle East & North Africa,64167617.45,2.135597325
North America,498524552.7,16.59166638
South Asia,471794897.7,15.70206222
Sub-Saharan Africa,178588386.1,5.943697068
